STUDENT_ID,SCHEMA_ID,LOG_TIME,ARTEFACT_DIMENSION,ALGORITHM_DIMENSION,AGE_CATEGORY,AGE,GENDER,SESSION_ID,HARMOS_GRADE,SCHOOL_ID,CANTON_NAME,CAT_SCORE,DOMAIN
21,9,131.0,0.0,0.0,From 3 to 6 years old,5,Female,2,2,A,Ticino (TI),0.0,Virtual
21,10,29.0,0.0,0.0,From 3 to 6 years old,5,Female,2,2,A,Ticino (TI),0.0,Virtual
21,11,83.0,0.0,0.0,From 3 to 6 years old,5,Female,2,2,A,Ticino (TI),0.0,Virtual
21,12,76.0,0.0,0.0,From 3 to 6 years old,5,Female,2,2,A,Ticino (TI),0.0,Virtual
22,1,68.0,1.0,1.0,From 3 to 6 years old,5,Male,2,2,A,Ticino (TI),2.0,Virtual
22,2,50.0,0.0,1.0,From 3 to 6 years old,5,Male,2,2,A,Ticino (TI),1.0,Virtual
22,3,53.0,0.0,1.0,From 3 to 6 years old,5,Male,2,2,A,Ticino (TI),1.0,Virtual
22,4,56.0,0.0,1.0,From 3 to 6 years old,5,Male,2,2,A,Ticino (TI),1.0,Virtual
22,5,87.0,1.0,1.0,From 3 to 6 years old,5,Male,2,2,A,Ticino (TI),2.0,Virtual
22,6,59.0,1.0,1.0,From 3 to 6 years old,5,Male,2,2,A,Ticino (TI),2.0,Virtual
22,7,313.0,0.0,1.0,From 3 to 6 years old,5,Male,2,2,A,Ticino (TI),1.0,Virtual
22,8,569.0,0.0,1.0,From 3 to 6 years old,5,Male,2,2,A,Ticino (TI),1.0,Virtual
22,9,127.0,0.0,0.0,From 3 to 6 years old,5,Male,2,2,A,Ticino (TI),0.0,Virtual
23,1,18.0,1.0,0.0,From 3 to 6 years old,4,Male,2,1,A,Ticino (TI),1.0,Virtual
23,2,30.0,0.0,0.0,From 3 to 6 years old,4,Male,2,1,A,Ticino (TI),0.0,Virtual
23,3,46.0,0.0,1.0,From 3 to 6 years old,4,Male,2,1,A,Ticino (TI),1.0,Virtual
23,4,16.0,1.0,0.0,From 3 to 6 years old,4,Male,2,1,A,Ticino (TI),1.0,Virtual
23,5,34.0,1.0,1.0,From 3 to 6 years old,4,Male,2,1,A,Ticino (TI),2.0,Virtual
23,6,68.0,0.0,1.0,From 3 to 6 years old,4,Male,2,1,A,Ticino (TI),1.0,Virtual
23,7,115.0,0.0,1.0,From 3 to 6 years old,4,Male,2,1,A,Ticino (TI),1.0,Virtual
23,8,61.0,1.0,1.0,From 3 to 6 years old,4,Male,2,1,A,Ticino (TI),2.0,Virtual
23,9,278.0,0.0,0.0,From 3 to 6 years old,4,Male,2,1,A,Ticino (TI),0.0,Virtual
23,10,81.0,0.0,1.0,From 3 to 6 years old,4,Male,2,1,A,Ticino (TI),1.0,Virtual
23,11,201.0,0.0,0.0,From 3 to 6 years old,4,Male,2,1,A,Ticino (TI),0.0,Virtual
23,12,46.0,0.0,0.0,From 3 to 6 years old,4,Male,2,1,A,Ticino (TI),0.0,Virtual
24,1,15.0,1.0,1.0,From 3 to 6 years old,5,Male,2,1,A,Ticino (TI),2.0,Virtual
24,2,68.0,0.0,1.0,From 3 to 6 years old,5,Male,2,1,A,Ticino (TI),1.0,Virtual
24,3,130.0,0.0,1.0,From 3 to 6 years old,5,Male,2,1,A,Ticino (TI),1.0,Virtual
24,4,62.0,0.0,1.0,From 3 to 6 years old,5,Male,2,1,A,Ticino (TI),1.0,Virtual
24,5,64.0,0.0,1.0,From 3 to 6 years old,5,Male,2,1,A,Ticino (TI),1.0,Virtual
24,6,62.0,0.0,1.0,From 3 to 6 years old,5,Male,2,1,A,Ticino (TI),1.0,Virtual
24,7,345.0,0.0,1.0,From 3 to 6 years old,5,Male,2,1,A,Ticino (TI),1.0,Virtual
24,8,244.0,0.0,0.0,From 3 to 6 years old,5,Male,2,1,A,Ticino (TI),0.0,Virtual
24,9,419.0,0.0,2.0,From 3 to 6 years old,5,Male,2,1,A,Ticino (TI),2.0,Virtual
24,10,169.0,0.0,1.0,From 3 to 6 years old,5,Male,2,1,A,Ticino (TI),1.0,Virtual
24,11,182.0,0.0,0.0,From 3 to 6 years old,5,Male,2,1,A,Ticino (TI),0.0,Virtual
24,12,391.0,0.0,2.0,From 3 to 6 years old,5,Male,2,1,A,Ticino (TI),2.0,Virtual
25,1,20.0,1.0,1.0,From 3 to 6 years old,4,Male,2,1,A,Ticino (TI),2.0,Virtual
25,3,42.0,0.0,1.0,From 3 to 6 years old,4,Male,2,1,A,Ticino (TI),1.0,Virtual
25,4,46.0,0.0,1.0,From 3 to 6 years old,4,Male,2,1,A,Ticino (TI),1.0,Virtual
25,5,27.0,0.0,1.0,From 3 to 6 years old,4,Male,2,1,A,Ticino (TI),1.0,Virtual
25,6,67.0,0.0,1.0,From 3 to 6 years old,4,Male,2,1,A,Ticino (TI),1.0,Virtual
25,7,174.0,0.0,1.0,From 3 to 6 years old,4,Male,2,1,A,Ticino (TI),1.0,Virtual
25,8,237.0,0.0,2.0,From 3 to 6 years old,4,Male,2,1,A,Ticino (TI),2.0,Virtual
25,9,271.0,0.0,2.0,From 3 to 6 years old,4,Male,2,1,A,Ticino (TI),2.0,Virtual
25,10,106.0,0.0,1.0,From 3 to 6 years old,4,Male,2,1,A,Ticino (TI),1.0,Virtual
25,12,286.0,0.0,2.0,From 3 to 6 years old,4,Male,2,1,A,Ticino (TI),2.0,Virtual
26,1,42.0,0.0,1.0,From 3 to 6 years old,4,Female,2,1,A,Ticino (TI),1.0,Virtual
26,2,43.0,0.0,1.0,From 3 to 6 years old,4,Female,2,1,A,Ticino (TI),1.0,Virtual
26,3,69.0,0.0,1.0,From 3 to 6 years old,4,Female,2,1,A,Ticino (TI),1.0,Virtual
26,4,80.0,0.0,1.0,From 3 to 6 years old,4,Female,2,1,A,Ticino (TI),1.0,Virtual
26,5,34.0,0.0,1.0,From 3 to 6 years old,4,Female,2,1,A,Ticino (TI),1.0,Virtual
26,6,32.0,0.0,1.0,From 3 to 6 years old,4,Female,2,1,A,Ticino (TI),1.0,Virtual
26,7,291.0,0.0,2.0,From 3 to 6 years old,4,Female,2,1,A,Ticino (TI),2.0,Virtual
26,8,411.0,0.0,2.0,From 3 to 6 years old,4,Female,2,1,A,Ticino (TI),2.0,Virtual
26,9,207.0,0.0,2.0,From 3 to 6 years old,4,Female,2,1,A,Ticino (TI),2.0,Virtual
26,10,213.0,0.0,1.0,From 3 to 6 years old,4,Female,2,1,A,Ticino (TI),1.0,Virtual
26,11,191.0,0.0,1.0,From 3 to 6 years old,4,Female,2,1,A,Ticino (TI),1.0,Virtual
26,12,154.0,0.0,1.0,From 3 to 6 years old,4,Female,2,1,A,Ticino (TI),1.0,Virtual
27,1,23.0,0.0,1.0,From 3 to 6 years old,5,Female,2,1,A,Ticino (TI),1.0,Virtual
27,2,76.0,0.0,1.0,From 3 to 6 years old,5,Female,2,1,A,Ticino (TI),1.0,Virtual
27,3,51.0,0.0,1.0,From 3 to 6 years old,5,Female,2,1,A,Ticino (TI),1.0,Virtual
27,4,140.0,0.0,1.0,From 3 to 6 years old,5,Female,2,1,A,Ticino (TI),1.0,Virtual
27,5,36.0,0.0,1.0,From 3 to 6 years old,5,Female,2,1,A,Ticino (TI),1.0,Virtual
27,6,34.0,0.0,1.0,From 3 to 6 years old,5,Female,2,1,A,Ticino (TI),1.0,Virtual
27,7,383.0,0.0,2.0,From 3 to 6 years old,5,Female,2,1,A,Ticino (TI),2.0,Virtual
27,8,130.0,0.0,2.0,From 3 to 6 years old,5,Female,2,1,A,Ticino (TI),2.0,Virtual
27,9,121.0,0.0,2.0,From 3 to 6 years old,5,Female,2,1,A,Ticino (TI),2.0,Virtual
27,10,165.0,0.0,2.0,From 3 to 6 years old,5,Female,2,1,A,Ticino (TI),2.0,Virtual
27,11,210.0,0.0,1.0,From 3 to 6 years old,5,Female,2,1,A,Ticino (TI),1.0,Virtual
28,1,31.0,0.0,2.0,From 3 to 6 years old,4,Female,2,0,A,Ticino (TI),2.0,Virtual
28,2,22.0,0.0,1.0,From 3 to 6 years old,4,Female,2,0,A,Ticino (TI),1.0,Virtual
28,3,63.0,0.0,1.0,From 3 to 6 years old,4,Female,2,0,A,Ticino (TI),1.0,Virtual
28,4,91.0,0.0,2.0,From 3 to 6 years old,4,Female,2,0,A,Ticino (TI),2.0,Virtual
28,5,35.0,0.0,1.0,From 3 to 6 years old,4,Female,2,0,A,Ticino (TI),1.0,Virtual
28,6,68.0,0.0,1.0,From 3 to 6 years old,4,Female,2,0,A,Ticino (TI),1.0,Virtual
28,7,203.0,0.0,2.0,From 3 to 6 years old,4,Female,2,0,A,Ticino (TI),2.0,Virtual
28,8,248.0,0.0,2.0,From 3 to 6 years old,4,Female,2,0,A,Ticino (TI),2.0,Virtual
28,9,188.0,0.0,2.0,From 3 to 6 years old,4,Female,2,0,A,Ticino (TI),2.0,Virtual
28,10,146.0,0.0,1.0,From 3 to 6 years old,4,Female,2,0,A,Ticino (TI),1.0,Virtual
28,11,245.0,0.0,2.0,From 3 to 6 years old,4,Female,2,0,A,Ticino (TI),2.0,Virtual
29,1,0.0,3.0,1.0,From 10 to 13 years old,12,Male,3,8,F,Ticino (TI),4.0,Virtual
29,2,9.0,1.0,1.0,From 10 to 13 years old,12,Male,3,8,F,Ticino (TI),2.0,Virtual
29,3,13.0,1.0,1.0,From 10 to 13 years old,12,Male,3,8,F,Ticino (TI),2.0,Virtual
29,4,11.0,1.0,1.0,From 10 to 13 years old,12,Male,3,8,F,Ticino (TI),2.0,Virtual
29,5,115.0,3.0,1.0,From 10 to 13 years old,12,Male,3,8,F,Ticino (TI),4.0,Virtual
29,6,34.0,1.0,1.0,From 10 to 13 years old,12,Male,3,8,F,Ticino (TI),2.0,Virtual
29,7,9.0,1.0,0.0,From 10 to 13 years old,12,Male,3,8,F,Ticino (TI),1.0,Virtual
29,8,39.0,1.0,2.0,From 10 to 13 years old,12,Male,3,8,F,Ticino (TI),3.0,Virtual
29,9,26.0,1.0,2.0,From 10 to 13 years old,12,Male,3,8,F,Ticino (TI),3.0,Virtual
29,10,8.0,1.0,1.0,From 10 to 13 years old,12,Male,3,8,F,Ticino (TI),2.0,Virtual
29,11,23.0,1.0,2.0,From 10 to 13 years old,12,Male,3,8,F,Ticino (TI),3.0,Virtual
29,12,83.0,1.0,1.0,From 10 to 13 years old,12,Male,3,8,F,Ticino (TI),2.0,Virtual
30,1,17.0,2.0,1.0,From 10 to 13 years old,11,Female,3,8,F,Ticino (TI),3.0,Virtual
30,2,139.0,3.0,1.0,From 10 to 13 years old,11,Female,3,8,F,Ticino (TI),4.0,Virtual
30,3,101.0,3.0,1.0,From 10 to 13 years old,11,Female,3,8,F,Ticino (TI),4.0,Virtual
30,4,129.0,0.0,2.0,From 10 to 13 years old,11,Female,3,8,F,Ticino (TI),2.0,Virtual
30,5,33.0,0.0,1.0,From 10 to 13 years old,11,Female,3,8,F,Ticino (TI),1.0,Virtual
30,6,370.0,0.0,1.0,From 10 to 13 years old,11,Female,3,8,F,Ticino (TI),1.0,Virtual
30,7,33.0,0.0,1.0,From 10 to 13 years old,11,Female,3,8,F,Ticino (TI),1.0,Virtual
30,8,35.0,1.0,2.0,From 10 to 13 years old,11,Female,3,8,F,Ticino (TI),3.0,Virtual
30,10,276.0,2.0,2.0,From 10 to 13 years old,11,Female,3,8,F,Ticino (TI),4.0,Virtual
30,11,194.0,0.0,2.0,From 10 to 13 years old,11,Female,3,8,F,Ticino (TI),2.0,Virtual
30,12,384.0,2.0,2.0,From 10 to 13 years old,11,Female,3,8,F,Ticino (TI),4.0,Virtual
31,1,0.0,3.0,1.0,From 10 to 13 years old,12,Female,3,8,F,Ticino (TI),4.0,Virtual
31,2,339.0,3.0,1.0,From 10 to 13 years old,12,Female,3,8,F,Ticino (TI),4.0,Virtual
31,3,948.0,2.0,2.0,From 10 to 13 years old,12,Female,3,8,F,Ticino (TI),4.0,Virtual
31,4,333.0,3.0,2.0,From 10 to 13 years old,12,Female,3,8,F,Ticino (TI),5.0,Virtual
31,5,302.0,2.0,1.0,From 10 to 13 years old,12,Female,3,8,F,Ticino (TI),3.0,Virtual
31,6,171.0,3.0,1.0,From 10 to 13 years old,12,Female,3,8,F,Ticino (TI),4.0,Virtual
31,7,374.0,2.0,2.0,From 10 to 13 years old,12,Female,3,8,F,Ticino (TI),4.0,Virtual
31,8,171.0,3.0,1.0,From 10 to 13 years old,12,Female,3,8,F,Ticino (TI),4.0,Virtual
31,9,194.0,2.0,2.0,From 10 to 13 years old,12,Female,3,8,F,Ticino (TI),4.0,Virtual
31,10,197.0,2.0,2.0,From 10 to 13 years old,12,Female,3,8,F,Ticino (TI),4.0,Virtual
31,12,117.0,2.0,2.0,From 10 to 13 years old,12,Female,3,8,F,Ticino (TI),4.0,Virtual
32,1,49.0,3.0,0.0,From 10 to 13 years old,12,Male,3,8,F,Ticino (TI),3.0,Virtual
32,3,93.0,1.0,2.0,From 10 to 13 years old,12,Male,3,8,F,Ticino (TI),3.0,Virtual
32,4,6.0,1.0,1.0,From 10 to 13 years old,12,Male,3,8,F,Ticino (TI),2.0,Virtual
32,5,110.0,1.0,2.0,From 10 to 13 years old,12,Male,3,8,F,Ticino (TI),3.0,Virtual
32,6,95.0,1.0,2.0,From 10 to 13 years old,12,Male,3,8,F,Ticino (TI),3.0,Virtual
32,7,32.0,0.0,1.0,From 10 to 13 years old,12,Male,3,8,F,Ticino (TI),1.0,Virtual
32,8,24.0,0.0,2.0,From 10 to 13 years old,12,Male,3,8,F,Ticino (TI),2.0,Virtual
32,9,57.0,0.0,2.0,From 10 to 13 years old,12,Male,3,8,F,Ticino (TI),2.0,Virtual
32,10,59.0,0.0,1.0,From 10 to 13 years old,12,Male,3,8,F,Ticino (TI),1.0,Virtual
32,11,90.0,0.0,0.0,From 10 to 13 years old,12,Male,3,8,F,Ticino (TI),0.0,Virtual
32,12,121.0,0.0,1.0,From 10 to 13 years old,12,Male,3,8,F,Ticino (TI),1.0,Virtual
33,1,4.0,3.0,1.0,From 10 to 13 years old,11,Female,3,8,F,Ticino (TI),4.0,Virtual
33,2,58.0,2.0,1.0,From 10 to 13 years old,11,Female,3,8,F,Ticino (TI),3.0,Virtual
33,3,288.0,2.0,1.0,From 10 to 13 years old,11,Female,3,8,F,Ticino (TI),3.0,Virtual
33,4,391.0,2.0,2.0,From 10 to 13 years old,11,Female,3,8,F,Ticino (TI),4.0,Virtual
33,5,227.0,2.0,2.0,From 10 to 13 years old,11,Female,3,8,F,Ticino (TI),4.0,Virtual
33,6,89.0,2.0,1.0,From 10 to 13 years old,11,Female,3,8,F,Ticino (TI),3.0,Virtual
33,7,42.0,2.0,1.0,From 10 to 13 years old,11,Female,3,8,F,Ticino (TI),3.0,Virtual
33,8,28.0,2.0,1.0,From 10 to 13 years old,11,Female,3,8,F,Ticino (TI),3.0,Virtual
33,9,20.0,2.0,1.0,From 10 to 13 years old,11,Female,3,8,F,Ticino (TI),3.0,Virtual
33,10,45.0,2.0,2.0,From 10 to 13 years old,11,Female,3,8,F,Ticino (TI),4.0,Virtual
33,11,311.0,2.0,2.0,From 10 to 13 years old,11,Female,3,8,F,Ticino (TI),4.0,Virtual
33,12,223.0,0.0,1.0,From 10 to 13 years old,11,Female,3,8,F,Ticino (TI),1.0,Virtual
34,1,4.0,3.0,1.0,From 10 to 13 years old,12,Female,3,8,F,Ticino (TI),4.0,Virtual
34,2,134.0,3.0,2.0,From 10 to 13 years old,12,Female,3,8,F,Ticino (TI),5.0,Virtual
34,3,66.0,3.0,1.0,From 10 to 13 years old,12,Female,3,8,F,Ticino (TI),4.0,Virtual
34,4,106.0,3.0,1.0,From 10 to 13 years old,12,Female,3,8,F,Ticino (TI),4.0,Virtual
34,5,120.0,3.0,1.0,From 10 to 13 years old,12,Female,3,8,F,Ticino (TI),4.0,Virtual
34,6,149.0,3.0,1.0,From 10 to 13 years old,12,Female,3,8,F,Ticino (TI),4.0,Virtual
34,7,95.0,0.0,2.0,From 10 to 13 years old,12,Female,3,8,F,Ticino (TI),2.0,Virtual
34,8,181.0,0.0,2.0,From 10 to 13 years old,12,Female,3,8,F,Ticino (TI),2.0,Virtual
34,9,39.0,0.0,2.0,From 10 to 13 years old,12,Female,3,8,F,Ticino (TI),2.0,Virtual
34,10,10.0,0.0,1.0,From 10 to 13 years old,12,Female,3,8,F,Ticino (TI),1.0,Virtual
34,11,186.0,2.0,2.0,From 10 to 13 years old,12,Female,3,8,F,Ticino (TI),4.0,Virtual
34,12,161.0,2.0,2.0,From 10 to 13 years old,12,Female,3,8,F,Ticino (TI),4.0,Virtual
35,1,47.0,3.0,1.0,From 10 to 13 years old,12,Female,3,8,F,Ticino (TI),4.0,Virtual
35,2,79.0,2.0,2.0,From 10 to 13 years old,12,Female,3,8,F,Ticino (TI),4.0,Virtual
35,3,196.0,2.0,1.0,From 10 to 13 years old,12,Female,3,8,F,Ticino (TI),3.0,Virtual
35,4,223.0,2.0,2.0,From 10 to 13 years old,12,Female,3,8,F,Ticino (TI),4.0,Virtual
35,5,160.0,2.0,1.0,From 10 to 13 years old,12,Female,3,8,F,Ticino (TI),3.0,Virtual
35,6,132.0,2.0,1.0,From 10 to 13 years old,12,Female,3,8,F,Ticino (TI),3.0,Virtual
35,7,468.0,2.0,2.0,From 10 to 13 years old,12,Female,3,8,F,Ticino (TI),4.0,Virtual
35,8,369.0,3.0,2.0,From 10 to 13 years old,12,Female,3,8,F,Ticino (TI),5.0,Virtual
35,9,192.0,2.0,2.0,From 10 to 13 years old,12,Female,3,8,F,Ticino (TI),4.0,Virtual
35,10,281.0,2.0,2.0,From 10 to 13 years old,12,Female,3,8,F,Ticino (TI),4.0,Virtual
35,11,247.0,3.0,2.0,From 10 to 13 years old,12,Female,3,8,F,Ticino (TI),5.0,Virtual
35,12,186.0,3.0,2.0,From 10 to 13 years old,12,Female,3,8,F,Ticino (TI),5.0,Virtual
36,1,2.0,3.0,1.0,From 10 to 13 years old,12,Male,3,8,F,Ticino (TI),4.0,Virtual
36,2,459.0,0.0,1.0,From 10 to 13 years old,12,Male,3,8,F,Ticino (TI),1.0,Virtual
36,3,45.0,0.0,1.0,From 10 to 13 years old,12,Male,3,8,F,Ticino (TI),1.0,Virtual
36,4,149.0,0.0,2.0,From 10 to 13 years old,12,Male,3,8,F,Ticino (TI),2.0,Virtual
36,5,50.0,0.0,1.0,From 10 to 13 years old,12,Male,3,8,F,Ticino (TI),1.0,Virtual
36,6,39.0,0.0,1.0,From 10 to 13 years old,12,Male,3,8,F,Ticino (TI),1.0,Virtual
36,7,51.0,0.0,2.0,From 10 to 13 years old,12,Male,3,8,F,Ticino (TI),2.0,Virtual
36,8,51.0,0.0,2.0,From 10 to 13 years old,12,Male,3,8,F,Ticino (TI),2.0,Virtual
36,9,49.0,1.0,2.0,From 10 to 13 years old,12,Male,3,8,F,Ticino (TI),3.0,Virtual
36,10,32.0,1.0,2.0,From 10 to 13 years old,12,Male,3,8,F,Ticino (TI),3.0,Virtual
36,11,129.0,0.0,1.0,From 10 to 13 years old,12,Male,3,8,F,Ticino (TI),1.0,Virtual
36,12,123.0,0.0,0.0,From 10 to 13 years old,12,Male,3,8,F,Ticino (TI),0.0,Virtual
37,1,13.0,1.0,1.0,From 10 to 13 years old,11,Male,3,8,F,Ticino (TI),2.0,Virtual
37,2,9.0,1.0,1.0,From 10 to 13 years old,11,Male,3,8,F,Ticino (TI),2.0,Virtual
37,3,13.0,1.0,1.0,From 10 to 13 years old,11,Male,3,8,F,Ticino (TI),2.0,Virtual
37,4,24.0,1.0,2.0,From 10 to 13 years old,11,Male,3,8,F,Ticino (TI),3.0,Virtual
37,5,15.0,1.0,1.0,From 10 to 13 years old,11,Male,3,8,F,Ticino (TI),2.0,Virtual
37,6,13.0,1.0,1.0,From 10 to 13 years old,11,Male,3,8,F,Ticino (TI),2.0,Virtual
37,7,15.0,1.0,0.0,From 10 to 13 years old,11,Male,3,8,F,Ticino (TI),1.0,Virtual
37,8,50.0,0.0,1.0,From 10 to 13 years old,11,Male,3,8,F,Ticino (TI),1.0,Virtual
37,9,54.0,0.0,1.0,From 10 to 13 years old,11,Male,3,8,F,Ticino (TI),1.0,Virtual
37,10,30.0,0.0,0.0,From 10 to 13 years old,11,Male,3,8,F,Ticino (TI),0.0,Virtual
37,11,40.0,0.0,1.0,From 10 to 13 years old,11,Male,3,8,F,Ticino (TI),1.0,Virtual
37,12,65.0,0.0,2.0,From 10 to 13 years old,11,Male,3,8,F,Ticino (TI),2.0,Virtual
38,1,30.0,3.0,1.0,From 10 to 13 years old,11,Female,3,8,F,Ticino (TI),4.0,Virtual
38,2,423.0,3.0,1.0,From 10 to 13 years old,11,Female,3,8,F,Ticino (TI),4.0,Virtual
38,4,373.0,3.0,2.0,From 10 to 13 years old,11,Female,3,8,F,Ticino (TI),5.0,Virtual
38,5,183.0,3.0,2.0,From 10 to 13 years old,11,Female,3,8,F,Ticino (TI),5.0,Virtual
38,6,217.0,3.0,2.0,From 10 to 13 years old,11,Female,3,8,F,Ticino (TI),5.0,Virtual
38,7,135.0,3.0,2.0,From 10 to 13 years old,11,Female,3,8,F,Ticino (TI),5.0,Virtual
38,8,198.0,3.0,2.0,From 10 to 13 years old,11,Female,3,8,F,Ticino (TI),5.0,Virtual
38,9,218.0,3.0,2.0,From 10 to 13 years old,11,Female,3,8,F,Ticino (TI),5.0,Virtual
38,10,220.0,3.0,2.0,From 10 to 13 years old,11,Female,3,8,F,Ticino (TI),5.0,Virtual
38,11,253.0,3.0,2.0,From 10 to 13 years old,11,Female,3,8,F,Ticino (TI),5.0,Virtual
38,12,239.0,3.0,2.0,From 10 to 13 years old,11,Female,3,8,F,Ticino (TI),5.0,Virtual
39,1,56.0,2.0,1.0,From 10 to 13 years old,12,Female,3,8,F,Ticino (TI),3.0,Virtual
39,2,55.0,3.0,0.0,From 10 to 13 years old,12,Female,3,8,F,Ticino (TI),3.0,Virtual
39,3,415.0,0.0,1.0,From 10 to 13 years old,12,Female,3,8,F,Ticino (TI),1.0,Virtual
39,4,351.0,2.0,1.0,From 10 to 13 years old,12,Female,3,8,F,Ticino (TI),3.0,Virtual
39,5,26.0,0.0,1.0,From 10 to 13 years old,12,Female,3,8,F,Ticino (TI),1.0,Virtual
39,6,23.0,1.0,1.0,From 10 to 13 years old,12,Female,3,8,F,Ticino (TI),2.0,Virtual
39,7,158.0,2.0,2.0,From 10 to 13 years old,12,Female,3,8,F,Ticino (TI),4.0,Virtual
39,8,187.0,2.0,2.0,From 10 to 13 years old,12,Female,3,8,F,Ticino (TI),4.0,Virtual
39,9,229.0,2.0,2.0,From 10 to 13 years old,12,Female,3,8,F,Ticino (TI),4.0,Virtual
39,10,85.0,1.0,1.0,From 10 to 13 years old,12,Female,3,8,F,Ticino (TI),2.0,Virtual
39,11,51.0,0.0,2.0,From 10 to 13 years old,12,Female,3,8,F,Ticino (TI),2.0,Virtual
39,12,108.0,0.0,0.0,From 10 to 13 years old,12,Female,3,8,F,Ticino (TI),0.0,Virtual
40,1,341.0,1.0,1.0,From 10 to 13 years old,11,Male,3,8,F,Ticino (TI),2.0,Virtual
40,2,135.0,3.0,1.0,From 10 to 13 years old,11,Male,3,8,F,Ticino (TI),4.0,Virtual
40,3,159.0,3.0,1.0,From 10 to 13 years old,11,Male,3,8,F,Ticino (TI),4.0,Virtual
40,4,130.0,3.0,1.0,From 10 to 13 years old,11,Male,3,8,F,Ticino (TI),4.0,Virtual
40,5,101.0,3.0,1.0,From 10 to 13 years old,11,Male,3,8,F,Ticino (TI),4.0,Virtual
40,6,149.0,3.0,1.0,From 10 to 13 years old,11,Male,3,8,F,Ticino (TI),4.0,Virtual
40,7,234.0,3.0,1.0,From 10 to 13 years old,11,Male,3,8,F,Ticino (TI),4.0,Virtual
40,8,279.0,3.0,1.0,From 10 to 13 years old,11,Male,3,8,F,Ticino (TI),4.0,Virtual
40,9,303.0,3.0,0.0,From 10 to 13 years old,11,Male,3,8,F,Ticino (TI),3.0,Virtual
40,10,284.0,3.0,1.0,From 10 to 13 years old,11,Male,3,8,F,Ticino (TI),4.0,Virtual
40,11,256.0,3.0,1.0,From 10 to 13 years old,11,Male,3,8,F,Ticino (TI),4.0,Virtual
40,12,352.0,3.0,1.0,From 10 to 13 years old,11,Male,3,8,F,Ticino (TI),4.0,Virtual
41,1,458.0,3.0,2.0,From 10 to 13 years old,12,Female,3,8,F,Ticino (TI),5.0,Virtual
41,2,310.0,3.0,2.0,From 10 to 13 years old,12,Female,3,8,F,Ticino (TI),5.0,Virtual
41,3,719.0,3.0,1.0,From 10 to 13 years old,12,Female,3,8,F,Ticino (TI),4.0,Virtual
41,4,163.0,3.0,1.0,From 10 to 13 years old,12,Female,3,8,F,Ticino (TI),4.0,Virtual
41,5,247.0,3.0,1.0,From 10 to 13 years old,12,Female,3,8,F,Ticino (TI),4.0,Virtual
41,6,280.0,2.0,1.0,From 10 to 13 years old,12,Female,3,8,F,Ticino (TI),3.0,Virtual
41,7,324.0,3.0,1.0,From 10 to 13 years old,12,Female,3,8,F,Ticino (TI),4.0,Virtual
41,8,290.0,3.0,1.0,From 10 to 13 years old,12,Female,3,8,F,Ticino (TI),4.0,Virtual
41,9,74.0,1.0,2.0,From 10 to 13 years old,12,Female,3,8,F,Ticino (TI),3.0,Virtual
42,1,31.0,3.0,1.0,From 10 to 13 years old,11,Male,3,8,F,Ticino (TI),4.0,Virtual
42,2,755.0,2.0,1.0,From 10 to 13 years old,11,Male,3,8,F,Ticino (TI),3.0,Virtual
42,3,241.0,2.0,1.0,From 10 to 13 years old,11,Male,3,8,F,Ticino (TI),3.0,Virtual
42,4,231.0,2.0,1.0,From 10 to 13 years old,11,Male,3,8,F,Ticino (TI),3.0,Virtual
42,5,192.0,2.0,1.0,From 10 to 13 years old,11,Male,3,8,F,Ticino (TI),3.0,Virtual
42,6,18.0,0.0,1.0,From 10 to 13 years old,11,Male,3,8,F,Ticino (TI),1.0,Virtual
42,7,197.0,0.0,1.0,From 10 to 13 years old,11,Male,3,8,F,Ticino (TI),1.0,Virtual
42,8,324.0,0.0,1.0,From 10 to 13 years old,11,Male,3,8,F,Ticino (TI),1.0,Virtual
42,9,89.0,0.0,0.0,From 10 to 13 years old,11,Male,3,8,F,Ticino (TI),0.0,Virtual
42,10,30.0,0.0,0.0,From 10 to 13 years old,11,Male,3,8,F,Ticino (TI),0.0,Virtual
42,11,35.0,0.0,0.0,From 10 to 13 years old,11,Male,3,8,F,Ticino (TI),0.0,Virtual
42,12,621.0,2.0,0.0,From 10 to 13 years old,11,Male,3,8,F,Ticino (TI),2.0,Virtual
43,1,11.0,1.0,1.0,From 10 to 13 years old,12,Male,3,8,F,Ticino (TI),2.0,Virtual
43,2,13.0,1.0,1.0,From 10 to 13 years old,12,Male,3,8,F,Ticino (TI),2.0,Virtual
43,3,19.0,1.0,1.0,From 10 to 13 years old,12,Male,3,8,F,Ticino (TI),2.0,Virtual
43,4,49.0,1.0,1.0,From 10 to 13 years old,12,Male,3,8,F,Ticino (TI),2.0,Virtual
43,5,10.0,1.0,1.0,From 10 to 13 years old,12,Male,3,8,F,Ticino (TI),2.0,Virtual
43,6,11.0,1.0,1.0,From 10 to 13 years old,12,Male,3,8,F,Ticino (TI),2.0,Virtual
43,7,28.0,1.0,1.0,From 10 to 13 years old,12,Male,3,8,F,Ticino (TI),2.0,Virtual
43,8,32.0,1.0,0.0,From 10 to 13 years old,12,Male,3,8,F,Ticino (TI),1.0,Virtual
43,9,50.0,1.0,0.0,From 10 to 13 years old,12,Male,3,8,F,Ticino (TI),1.0,Virtual
43,10,27.0,1.0,0.0,From 10 to 13 years old,12,Male,3,8,F,Ticino (TI),1.0,Virtual
