ALGORITHM_ID,SCHEMA_ID,ALGORITHM,ALGORITHM_DIMENSION,PAINTUPMONOCHROMATIC,PAINTDIAGONALUPLEFTPOLYCHROMATIC,PAINTZIGZAGLEFTDOWNUPMONOCHROMATIC,PAINTRIGHTPOLYCHROMATIC,PAINTLDOWNRIGHTMONOCHROMATIC,PAINTDIAGONALUPLEFTMONOCHROMATIC,PAINTZIGZAGRIGHTUPDOWNMONOCHROMATIC,PAINTUPPOLYCHROMATIC,COPY,MIRRORCROSSVERTICAL,PAINTLUPRIGHTMONOCHROMATIC,PAINTZIGZAGDOWNLEFTRIGHTMONOCHROMATIC,PAINTDOT,PAINTLEFTPOLYCHROMATIC,PAINTCUSTOMPATTERNMONOCHROMATIC,PAINTZIGZAGDOWNRIGHTLEFTPOLYCHROMATIC,PAINTLRIGHTUPMONOCHROMATIC,PAINTZIGZAGDOWNRIGHTLEFTMONOCHROMATIC,PAINTLRIGHTDOWNMONOCHROMATIC,PAINTSQUARELEFTUPRIGHTMONOCHROMATIC,PAINTSQUAREDOWNRIGHTUPMONOCHROMATIC,PAINTLDOWNLEFTMONOCHROMATIC,PAINTZIGZAGUPRIGHTLEFTMONOCHROMATIC,PAINTSQUARELEFTDOWNRIGHTPOLYCHROMATIC,PAINTZIGZAGUPLEFTRIGHTPOLYCHROMATIC,PAINTSQUARERIGHTDOWNLEFTMONOCHROMATIC,PAINTLRIGHTDOWNPOLYCHROMATIC,MIRRORCROSSHORIZONTAL,PAINTZIGZAGRIGHTUPDOWNPOLYCHROMATIC,PAINTDOWNPOLYCHROMATIC,PAINTZIGZAGRIGHTDOWNUPMONOCHROMATIC,PAINTDOWNMONOCHROMATIC,PAINTZIGZAGLEFTUPDOWNMONOCHROMATIC,PAINTSQUARERIGHTUPLEFTMONOCHROMATIC,PAINTSQUAREDOWNRIGHTUPPOLYCHROMATIC,PAINTSQUAREUPRIGHTDOWNPOLYCHROMATIC,PAINTLLEFTUPMONOCHROMATIC,PAINTSQUAREUPLEFTDOWNMONOCHROMATIC,PAINTLUPLEFTMONOCHROMATIC,PAINTSQUARERIGHTUPLEFTPOLYCHROMATIC,PAINTSQUARERIGHTDOWNLEFTPOLYCHROMATIC,PAINTDIAGONALUPRIGHTPOLYCHROMATIC,PAINTLDOWNLEFTPOLYCHROMATIC,PAINTCUSTOMPATTERNPOLYCHROMATIC,PAINTSQUARELEFTUPRIGHTPOLYCHROMATIC,PAINTRIGHTMONOCHROMATIC,PAINTLUPLEFTPOLYCHROMATIC,PAINTZIGZAGUPRIGHTLEFTPOLYCHROMATIC,PAINTSQUAREUPRIGHTDOWNMONOCHROMATIC,MIRRORCELLSHORIZONTAL,PAINTDIAGONALDOWNLEFTMONOCHROMATIC,PAINTLLEFTDOWNPOLYCHROMATIC,PAINTLDOWNRIGHTPOLYCHROMATIC,MIRRORCOMMANDSVERTICAL,PAINTDIAGONALDOWNRIGHTPOLYCHROMATIC,PAINTLLEFTDOWNMONOCHROMATIC,PAINTSQUAREUPLEFTDOWNPOLYCHROMATIC,PAINTLLEFTUPPOLYCHROMATIC,PAINTDIAGONALDOWNLEFTPOLYCHROMATIC,PAINTZIGZAGLEFTDOWNUPPOLYCHROMATIC,MIRRORCELLSVERTICAL,PAINTSQUAREDOWNLEFTUPPOLYCHROMATIC,PAINTDIAGONALDOWNRIGHTMONOCHROMATIC,PAINTSQUARELEFTDOWNRIGHTMONOCHROMATIC,PAINTZIGZAGRIGHTDOWNUPPOLYCHROMATIC,PAINTDIAGONALUPRIGHTMONOCHROMATIC,PAINTLEFTMONOCHROMATIC,PAINTSQUAREDOWNLEFTUPMONOCHROMATIC,FILLEMPTY,PAINTZIGZAGLEFTUPDOWNPOLYCHROMATIC,REPEAT,PAINTLRIGHTUPPOLYCHROMATIC,PAINTLUPRIGHTPOLYCHROMATIC,MIRRORCOMMANDSHORIZONTAL,PAINTZIGZAGDOWNLEFTRIGHTPOLYCHROMATIC,PAINTZIGZAGUPLEFTRIGHTMONOCHROMATIC,ALGORITHM_TYPE
31,2,"go(f3),paint({blue},:,down),go(f4),paint({yellow},:,down),go(c1),paint({blue},:,square right up left),go(c5),paint({yellow},:,square right up left)",1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1D
32,2,"go(c1),paint({yellow},6,up)",1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1D
33,2,"go(d2),paint(blue),go(d1),paint(yellow),go(c1),paint(yellow),go(c2),paint(yellow),go(d2),paint(yellow),go(e3),paint(yellow),go(f3),paint(yellow),go(f4),paint(yellow),go(d6),paint(yellow),go(c6),paint(yellow),go(d1),paint(blue),go(d3),paint(blue),go(d2),paint(blue),go(d1),paint(blue),go(c1),paint(blue),go(c2),paint(blue),go(c6),paint(yellow),go(d6),paint(yellow),go(d5),paint(yellow),go(f4),paint(yellow),go(f3),paint(yellow),go(e3),paint(yellow),go(e4),paint(yellow),go(d3),paint({yellow},4,right),go(d1),paint({blue},6,right),go(f3),paint(yellow),go(f4),paint(yellow),go(e4),paint(yellow),go(d1),paint(yellow),go(c1),paint(yellow),go(c2),paint(yellow),go(d2),paint(yellow),go(d3),paint(yellow),go(f3),paint(yellow),go(d2),paint(yellow),go(d1),paint(yellow),go(c1),paint(yellow),go(c2),paint(yellow),go(c3),paint(yellow),go(e3),paint(yellow),go(d3),paint(yellow),go(f3),paint(yellow),go(f4),paint(yellow),go(d4),paint(yellow),go(d3),paint(yellow),go(d2),paint(yellow),go(a4),paint(yellow),go(a3),paint(yellow)",1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1D
34,2,"go(f3),paint(blue),go(e3),paint(blue),go(d3),paint(blue),go(c3),paint(blue),go(b3),paint(blue),go(a3),paint(blue),go(c2),paint(blue),go(d2),paint(blue),go(d1),paint(blue),go(c1),paint(blue),go(a4),paint(blue),go(b4),paint(blue),go(c4),paint(blue),go(d4),paint(blue),go(e4),paint(blue),go(f4),paint(blue),go(c5),paint(blue),go(d5),paint(blue),go(d6),paint(blue),go(c6),paint(blue)",0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0D
35,2,"go(f3),paint({blue},6,down),go(d2),paint({blue},4,square left down right),go(f4),paint({yellow},6,down),go(c5),paint({yellow},4,square right up left)",1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1D
36,2,"go(f4),paint({yellow},6,down),mirror(vertical),go(f3),paint({blue},6,down),go(d2),paint({blue},4,square left down right),go(d5),paint({yellow},4,square right down left)",2,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,2D
37,3,"go(c1),paint({yellow},2,up),go(d2),paint({red},2,down),go(f3),paint({yellow},:,down),go(f4),paint({red},:,down),go(d5),paint({yellow},2,down),go(d6),paint({red},2,down)",1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1D
38,3,"go(c1),paint({yellow},2,up),go(f3),paint({yellow},:,down),fill_empty(red)",1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1D
39,3,"go(f3),paint({yellow},6,down),go(f4),paint({red},6,down),go(d1),paint({yellow},2,down),go(d2),paint({red},2,down),go(d5),paint({yellow},2,down),fill_empty(red)",1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1D
40,3,"go(f3),paint({yellow},6,down),go(d1),paint({yellow},2,down),go(d5),paint({yellow},2,down),fill_empty(red)",1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1D
41,3,"go(f3),paint({yellow},6,down),go(d1),paint({yellow,red},2,square down right up),go(f4),paint({red},6,down),go(d5),paint({yellow},2,down),go(d6),paint({red},2,down)",2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2D
42,3,"go(c1),paint(yellow),go(d1),paint(yellow),go(a3),paint({yellow},6,up),go(c5),paint({yellow},2,up),go(d2),paint({red},2,down),go(a4),paint(red),go(a4),paint({red},6,up),go(c6),paint({red},2,up)",1,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1D
43,3,"go(d1),paint({yellow},2,down),go(d2),paint({red},2,down),go(f3),paint({yellow},6,down),go(f4),paint({red},6,down),go(d5),paint({yellow},2,down),go(d6),paint({red},2,down)",1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1D
44,3,"go(f3),paint({yellow},6,down),go(d1),paint({yellow},2,down),go(d5),paint(yellow),go(d5),paint({yellow},2,down),go(f4),paint({red},6,down),go(d2),paint({red},2,down),go(d6),paint({red},2,down)",1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1D
45,3,"go(d6),paint({red},2,down),go(f4),paint({red},6,down),go(d2),paint({red},2,down),paint({yellow},{d5,c5,d1,c1}),go(f3),paint({yellow},6,down)",1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1D
46,3,"go(f3),paint({yellow},6,down),go(d1),paint({yellow},2,down),go(d5),paint({red},2,down),fill_empty(yellow)",1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1D
47,3,"fill_empty(yellow),go(d2),paint({red},2,down),go(a4),paint({red},6,up),go(c6),paint({red},2,up)",1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1D
48,3,"go(f3),paint({yellow},:,down),go(d1),paint({yellow},2,down),go(d2),paint(red),go(c2),paint(red),go(f4),paint({red},6,down),go(d5),paint(yellow),go(c5),paint(yellow),go(d6),paint(red),go(c6),paint(red)",1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1D
49,3,"go(f3),paint({yellow},6,down),go(f4),paint({red},6,down),go(d2),paint({red},2,down),go(d6),paint({red},2,down),fill_empty(yellow)",1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1D
50,3,"go(f4),paint({red},:,down),go(d2),paint({red},2,down),go(d6),paint({red},2,down),fill_empty(yellow)",1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1D
51,3,"go(d1),paint({yellow,red},:,right),mirror(horizontal),go(f3),paint({yellow},6,down)",2,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2D
52,3,"go(e3),paint({yellow},5,down),go(f3),paint(yellow),go(f4),paint({red},6,down),paint({red},{d6,c6,d2,c2}),go(d1),paint({yellow},2,down),go(d5),paint({yellow},2,down)",1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1D
53,3,"go(c1),paint({red},2,up),go(f4),paint(red),go(e4),paint(red),go(d4),paint(red),go(c4),paint(red),go(b4),paint(red),go(a4),paint(red),go(d6),paint(red),go(c6),paint(red),go(d2),paint(red),go(c2),paint(red),go(d1),paint(yellow),go(c1),paint(yellow),go(f3),paint(yellow),go(e3),paint(yellow),go(d3),paint(yellow),go(c3),paint(yellow),go(b3),paint(yellow),go(a3),paint(yellow),go(d5),paint(yellow),go(c5),paint(yellow)",1,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1D
54,3,"go(c1),paint({blue},4,square up right down),go(c6),paint({red},4,square up left down),go(a4),paint({red},6,up),go(a3),paint({yellow},6,up),go(c1),paint(yellow),go(c1),paint({yellow},2,up),go(c2),paint({blue},2,up),go(c2),paint({red},2,up),go(c6),paint({yellow},2,up),go(c6),paint({red},2,up),go(c5),paint({yellow},2,up)",1,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1D
55,3,"go(f4),paint(red),go(f3),paint(red),go(e4),paint(red),go(f4),paint(red),go(f3),paint(red),go(e3),paint(red),go(d1),paint(red),go(c1),paint(red),go(d2),paint(red),go(c2),paint(red),go(a3),paint(red),go(b3),paint(red),go(d1),paint(yellow),go(c1),paint(yellow),go(c2),paint(yellow),go(d2),paint(yellow),go(d1),paint(yellow),go(f4),paint(yellow),go(e4),paint(yellow),go(e3),paint(yellow),go(f3),paint(yellow),go(e4),paint(yellow),go(f4),paint(yellow),go(d1),paint({yellow},2,down),go(d2),paint(yellow),go(d1),paint(yellow),go(c1),paint(yellow),go(b3),paint(yellow),go(a3),paint(yellow),go(a4),paint(yellow),go(b4),paint(yellow),go(b3),paint(yellow),go(c4),paint(yellow),go(c3),paint(yellow),go(c2),paint(yellow),go(c1),paint(yellow),go(d1),paint(yellow),go(d2),paint(yellow),go(d1),paint(yellow),go(d4),paint(yellow),go(d3),paint(yellow),go(d2),paint(yellow),go(d1),paint(yellow),go(c1),paint(yellow),go(a4),paint(yellow),go(c6),paint(yellow),go(d6),paint(yellow),go(c5),paint(yellow),go(b4),paint(yellow),go(f4),paint(yellow),go(d1),paint(yellow),go(d3),paint(yellow),go(b4),paint(yellow),go(d6),paint(yellow),go(f4),paint(yellow),go(f3),paint(yellow),go(e4),paint(yellow),go(e3),paint(yellow),go(d3),paint(yellow),go(d2),paint(yellow),go(d1),paint(yellow),go(c1),paint(yellow),go(d5),paint(yellow)",1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1D
56,3,"go(f4),paint({red},6,down),go(d5),paint({red},4,square right down left),go(d2),paint({red},2,down),go(f3),paint({yellow},6,down),go(d1),paint({yellow},2,down),go(d5),paint({yellow},2,down)",1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1D
57,3,"go(f3),paint(red),go(e3),paint(red),go(d3),paint(red),go(d1),paint(red),go(d1),paint(yellow),go(c1),paint(yellow),go(d2),paint(red),go(c2),paint(red),go(e3),paint(red),go(d3),paint(red),go(c3),paint(red),go(b3),paint(red),go(b3),paint(red),go(a3),paint(red),go(f4),paint(yellow),go(e4),paint(yellow),go(d4),paint(yellow),go(d4),paint(yellow),go(b4),paint(yellow),go(c4),paint(yellow),go(a4),paint(yellow),go(d4),paint(yellow),go(d5),paint(yellow),go(c5),paint(yellow),go(d6),paint(red),go(c6),paint(red)",0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0D
58,3,"go(d1),paint({yellow},2,down),go(d2),paint({red},2,down),go(f3),paint({yellow},6,down),go(e4),paint({red},4,down),go(f4),paint({red},6,down),go(d5),paint({yellow},2,down),go(d6),paint({red},2,down)",1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1D
59,3,"paint({red},{c3,b3,d2,c2}),go(b3),paint(yellow),go(d1),paint({yellow},2,down),go(f3),paint({yellow},6,down),go(f4),paint({red},6,down),go(d5),paint({yellow},2,down),go(d6),paint({red},2,down)",1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1D
60,4,"paint({yellow},{d1,c1,a4,b4,c4,d4,e4,f4}),paint({blue},{f3,e3,d3,c3,b3,a3,c6,d6}),paint({red},{d2,c2,c5,d5})",1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1D
61,4,"go(d1),paint({yellow},2,down),go(d2),paint({red},2,down),go(f3),paint({blue},6,down),mirror(vertical),go(f4),paint({yellow},6,down)",2,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2D
62,4,"go(f3),paint({blue},6,down),go(f4),paint({yellow},6,down),go(d1),paint({yellow},2,down),go(d2),paint({red},2,down),go(d5),paint({red},2,down),fill_empty(blue)",1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1D
63,4,"go(f3),paint(blue),go(e3),paint(blue),go(d3),paint(blue),go(c3),paint(blue),go(b3),paint(blue),go(a3),paint(blue),go(f4),paint({yellow},6,down),go(d2),paint({red},2,down),go(d1),paint({yellow},2,down),mirror(vertical)",2,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2D
64,4,"go(f3),paint({blue},6,down),go(f4),paint({yellow},6,down),go(d1),paint({yellow},2,down),go(d2),paint({red},2,down),go(d5),paint({red},2,down),go(d6),paint({blue},2,down)",1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1D
65,4,"go(f3),paint({blue},:,down),go(f4),paint({yellow},:,down),go(d1),paint({yellow},2,down),go(d6),paint({blue},2,down),fill_empty(red)",1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1D
66,4,"go(c2),paint({red},2,up),go(c1),paint({yellow},2,up),go(a3),paint({blue},6,up),go(a4),paint({yellow},6,up),go(c5),paint({red},2,up),go(c6),paint({blue},2,up)",1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1D
67,4,"go(f3),paint({blue},6,down),go(f4),paint({yellow},6,down),go(d1),paint({yellow},2,down),go(d2),paint({red},2,down),go(d5),paint(red),go(d5),paint({red},2,down),go(d6),paint({blue},2,down)",1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1D
68,4,"go(d6),paint({blue},2,down),go(f3),paint({blue},6,down),go(f4),paint({yellow},6,down),go(d1),paint({yellow},2,down),go(d5),paint({red},2,down),go(c2),paint({red},2,up)",1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1D
69,4,"go(f3),paint({blue},:,down),go(d2),paint({red},2,down),go(d5),paint({red},2,down),go(d6),paint({blue},2,down),fill_empty(yellow)",1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1D
70,4,"fill_empty(blue),go(f4),paint({yellow},6,down),go(d5),paint({red},2,down),go(d2),paint({red},2,down)",1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1D
71,4,"go(d1),paint(yellow),go(c1),paint(yellow),go(d2),paint(red),go(c2),paint(red),go(f3),paint({blue},6,down),go(e4),paint({yellow},5,down),go(f4),paint(yellow),go(d5),paint(red),go(c5),paint(red),go(d6),paint(blue),go(c6),paint(blue)",1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1D
72,4,"go(d1),paint({yellow,red,blue},6,right),mirror(horizontal),go(f3),paint({blue},6,down),go(f4),paint({yellow},6,down)",2,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2D
